data_year,groupb_arrestee_id,arrestee_seq_num,arrest_date,arrest_type_id,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,age_range_low_num,age_range_high_num
2024,53297182,1,2024-05-28,3,90J,38,35,M,10,10,N,,,
2024,53297183,1,2024-05-28,3,90Z,37,34,M,10,10,R,,,
2024,53297187,1,2024-05-29,3,90Z,37,34,M,10,10,R,,,
2024,53297188,1,2024-05-28,1,90J,68,65,M,10,20,R,,,
2024,53297189,1,2024-05-30,1,90J,55,52,M,10,10,N,,,
2024,53297190,1,2024-05-30,3,90Z,44,41,M,10,20,R,,,
2024,53297184,1,2024-05-28,3,90Z,27,24,M,10,10,R,,,
2024,53297185,1,2024-05-28,3,90Z,56,53,M,10,10,R,,,
2024,53297191,1,2024-05-30,3,90Z,39,36,F,10,10,R,,,
2024,53297193,1,2024-05-30,3,90Z,25,22,M,10,10,R,,,
2024,53297198,1,2024-05-31,1,90Z,47,44,F,10,10,R,,,
2024,53297192,1,2024-05-30,3,90Z,39,36,F,10,10,R,,,
2024,53297199,1,2024-05-31,2,90J,65,62,F,10,20,N,,,
2024,54373584,1,2024-05-12,1,90D,23,20,M,10,10,R,,20,
2024,53646036,1,2024-05-06,3,90Z,53,50,M,10,10,R,,,
2024,53646026,1,2024-05-10,3,90Z,37,34,M,10,20,R,,,
2024,53646028,1,2024-05-10,3,90Z,34,31,M,10,20,R,,,
2024,53646035,1,2024-05-13,3,90Z,36,33,F,10,10,R,,,
2024,53646043,1,2024-05-25,1,90C,49,46,M,10,10,R,,,
2024,53646047,1,2024-05-29,3,90Z,58,55,F,10,10,R,,,
2024,53646049,1,2024-05-31,3,90Z,47,44,M,10,10,R,,,
2024,53646051,1,2024-05-31,3,90Z,38,35,F,10,20,R,,,
2024,53646052,1,2024-05-31,3,90Z,38,35,F,10,20,R,,,
2024,53646055,1,2024-05-31,1,90C,60,57,F,10,20,N,,,
2024,53646023,1,2024-05-10,3,90Z,64,61,M,10,20,R,,,
2024,53646031,1,2024-05-11,3,90Z,46,43,M,10,10,R,,,
2024,53646033,1,2024-05-12,3,90Z,45,42,F,10,20,R,,,
2024,53646014,1,2024-05-06,3,90Z,63,60,M,10,20,R,,,
2024,53646016,1,2024-05-06,3,90Z,39,36,M,10,20,N,,,
2024,53646018,1,2024-05-06,3,90Z,39,36,M,10,20,N,,,
2024,53646020,1,2024-05-08,3,90Z,65,62,M,10,20,R,,,
2024,53646021,1,2024-05-08,3,90Z,65,62,M,10,20,R,,,
2024,53646029,1,2024-05-10,3,90Z,48,45,M,10,20,R,,,
2024,53646032,1,2024-05-10,3,90Z,36,33,M,10,20,R,,,
2024,53646013,1,2024-05-03,3,90Z,43,40,M,10,10,R,,,
2024,53646015,1,2024-05-06,3,90Z,46,43,M,10,20,R,,,
2024,53646019,1,2024-05-06,3,90Z,39,36,M,10,20,N,,,
2024,53646022,1,2024-05-09,3,90Z,35,32,M,20,20,R,,,
2024,53646024,1,2024-05-11,3,90Z,29,26,F,10,20,R,,,
2024,53646025,1,2024-05-10,3,90Z,35,32,F,10,10,R,,,
2024,53646030,1,2024-05-11,3,90Z,24,21,F,10,20,R,,,
2024,53646034,1,2024-05-13,3,90Z,37,34,M,10,40,R,,,
2024,53646027,1,2024-05-10,3,90Z,42,39,M,10,10,R,,,
2024,53646037,1,2024-05-14,3,90Z,42,39,M,10,10,R,,,
2024,53646044,1,2024-05-24,1,90C,45,42,M,10,10,R,,,
2024,53646050,1,2024-05-31,3,90Z,32,29,F,10,20,R,,,
2024,53992693,1,2024-05-21,3,90Z,36,33,M,10,10,R,,33,
2024,53992697,1,2024-05-21,3,90Z,43,40,M,10,10,R,,40,
2024,53992700,1,2024-05-25,3,90Z,65,62,F,10,20,R,,62,
2024,53992667,1,2024-05-04,3,90Z,28,25,M,10,10,N,,25,
2024,53992668,1,2024-05-04,3,90Z,22,19,M,10,10,R,,19,
2024,53992669,1,2024-05-05,3,90Z,29,26,M,10,10,R,,26,
2024,53992682,1,2024-05-07,3,90Z,60,57,M,10,20,R,,57,
2024,53992683,1,2024-05-07,3,90Z,39,36,M,10,10,R,,36,
2024,53992684,1,2024-05-18,3,90Z,43,40,M,10,10,R,,40,
2024,53992687,1,2024-05-18,3,90Z,23,20,M,10,20,R,,20,
2024,53992690,1,2024-05-19,3,90Z,64,61,M,10,20,R,,61,
2024,53992670,1,2024-05-03,3,90Z,44,41,F,10,10,N,,41,
2024,53992671,1,2024-05-03,3,90Z,28,25,M,10,20,R,,25,
2024,53992679,1,2024-05-06,3,90Z,39,36,M,10,20,N,,36,
2024,53992680,1,2024-05-08,3,90Z,45,42,F,10,20,R,,42,
2024,53992686,1,2024-05-17,3,90Z,39,36,F,10,10,R,,36,
2024,53992689,1,2024-05-19,3,90Z,31,28,M,10,10,R,,28,
2024,53992672,1,2024-05-03,3,90Z,55,52,M,10,10,R,,52,
2024,53992673,1,2024-05-04,3,90Z,23,20,M,10,10,R,,20,
2024,53992674,1,2024-05-04,3,90Z,30,27,F,10,10,R,,27,
2024,53992675,1,2024-05-04,3,90Z,30,27,F,10,10,R,,27,
2024,53992676,1,2024-05-06,3,90Z,53,50,M,10,20,R,,50,
2024,53992677,1,2024-05-05,1,90J,47,44,M,10,10,N,,44,
2024,53992678,1,2024-05-05,3,90Z,56,53,M,10,20,R,,53,
2024,53992681,1,2024-05-08,3,90Z,45,42,F,10,20,R,,42,
2024,53992685,1,2024-05-17,3,90Z,45,42,M,10,10,R,,42,
2024,53992688,1,2024-05-19,3,90Z,32,29,M,10,20,R,,29,
2024,53992695,1,2024-05-21,3,90Z,33,30,M,10,10,R,,30,
2024,53992696,1,2024-05-21,3,90Z,43,40,M,10,10,R,,40,
2024,53992699,1,2024-05-22,3,90Z,66,63,F,10,20,R,,63,
2024,53992705,1,2024-05-24,3,90Z,36,33,M,10,10,R,,33,
2024,53992708,1,2024-05-27,3,90Z,35,32,M,10,10,R,,32,
2024,53992692,1,2024-05-21,3,90Z,43,40,M,10,10,R,,40,
2024,53992694,1,2024-05-21,3,90Z,43,40,M,10,10,R,,40,
2024,53992698,1,2024-05-21,3,90Z,57,54,M,10,10,R,,54,
2024,53992702,1,2024-05-24,3,90Z,24,21,M,10,10,R,,21,
2024,53992704,1,2024-05-24,3,90Z,69,66,M,10,10,R,,66,
2024,53992707,1,2024-05-27,3,90Z,42,39,M,10,10,R,,39,
2024,53992709,1,2024-05-28,3,90Z,25,22,M,10,10,R,,22,
2024,53992701,1,2024-05-26,3,90Z,33,30,M,10,20,R,,30,
2024,53992703,1,2024-05-24,3,90Z,24,21,F,10,40,R,,21,
2024,53992706,1,2024-05-27,3,90Z,35,32,M,10,10,R,,32,
2024,55380799,1,2024-05-23,3,90Z,27,24,M,20,20,R,,24,
2024,54373679,1,2024-06-29,3,90Z,62,59,M,20,20,R,,59,
2024,54373591,1,2024-06-15,1,90D,40,37,M,10,20,R,,37,
2024,54373622,1,2024-06-16,3,90Z,26,23,M,10,10,R,,23,
2024,54373619,1,2024-06-16,3,90Z,53,50,F,10,40,R,,50,
2024,54373586,1,2024-06-02,1,90D,25,22,M,10,10,N,,22,
2024,54373659,1,2024-06-29,3,90Z,62,59,M,20,20,R,,59,
2024,54373615,1,2024-06-14,3,90Z,36,33,M,10,10,R,,33,
2024,54373626,1,2024-06-21,3,90Z,40,37,M,10,20,R,,37,
2024,54373630,1,2024-06-21,3,90Z,40,37,M,10,20,R,,37,
2024,54373594,1,2024-06-16,1,90D,28,25,M,10,10,R,,25,
2024,54373610,1,2024-06-14,3,90Z,50,47,F,10,20,R,,47,
2024,54373640,1,2024-06-23,1,90Z,32,29,F,10,10,R,,29,
2024,54373597,1,2024-06-16,1,90D,41,38,M,10,10,N,,38,
2024,54373623,1,2024-06-17,2,90Z,33,30,M,10,10,R,,30,
2024,54373634,1,2024-06-22,3,90Z,63,60,M,10,20,R,,60,
2024,54373676,1,2024-06-28,3,90Z,45,42,F,10,10,R,,42,
2024,54373643,1,2024-06-24,3,90J,54,51,F,10,20,R,,51,
2024,54373652,1,2024-06-24,1,90J,27,24,M,10,20,R,,24,
2024,54373661,1,2024-06-28,3,90Z,22,19,M,10,10,R,,19,
2024,54373664,1,2024-06-30,3,90Z,44,41,F,10,10,R,,41,
2024,54373670,1,2024-06-28,3,90Z,53,50,M,10,10,R,,50,
2024,54373684,1,2024-06-29,3,90Z,37,34,M,10,20,R,,34,
2024,54373646,1,2024-06-24,3,90Z,54,51,F,10,20,R,,51,
2024,54373667,1,2024-06-30,3,90Z,44,41,F,10,10,R,,41,
2024,54373674,1,2024-06-29,3,90Z,41,38,M,10,10,N,,38,
2024,54373649,1,2024-06-25,3,90Z,42,39,M,10,20,R,,39,
2024,53646053,1,2024-06-01,3,90Z,40,37,M,10,10,N,,,
2024,53646060,1,2024-06-02,2,90Z,45,42,M,10,10,R,,,
2024,53646063,1,2024-06-02,1,90J,60,57,M,10,20,R,,,
2024,53646065,1,2024-06-03,1,90D,30,27,M,10,20,N,,,
2024,53646069,1,2024-06-04,1,90C,36,33,M,10,20,R,,,
2024,53646074,1,2024-06-05,3,90J,36,33,M,10,20,R,,,
2024,53646083,1,2024-06-06,3,90Z,28,25,M,10,20,R,,,
2024,53646132,1,2024-06-14,2,90J,37,34,M,10,10,N,,,
2024,53646139,1,2024-06-14,3,90Z,26,23,M,10,10,R,,,
2024,53646160,1,2024-06-19,3,90Z,44,41,M,10,10,R,,,
2024,53646165,1,2024-06-20,3,90Z,26,23,M,10,20,N,,,
2024,53646172,1,2024-06-20,3,90Z,39,36,M,10,10,R,,,
2024,53646175,1,2024-06-23,1,90D,26,23,M,10,20,R,,,
2024,53646192,1,2024-06-26,1,90C,35,32,M,10,10,R,,,
2024,53646197,1,2024-06-27,3,90Z,24,21,M,10,10,R,,,
2024,53646198,1,2024-06-27,2,90Z,33,30,M,10,10,R,,,
2024,53646199,1,2024-06-27,1,90C,57,54,F,10,20,R,,,
2024,53646204,1,2024-06-30,1,90D,36,33,F,10,20,R,,,
2024,53646075,1,2024-06-05,3,90Z,50,47,F,10,10,R,,,
2024,53646162,1,2024-06-19,1,90C,41,38,F,10,20,R,,,
2024,53646164,1,2024-06-19,2,90J,70,67,M,10,10,R,,,
2024,53646169,1,2024-06-20,3,90Z,41,38,F,10,20,R,,,
2024,53646171,1,2024-06-20,3,90Z,39,36,M,10,10,R,,,
2024,53646173,1,2024-06-20,3,90Z,39,36,M,10,10,R,,,
2024,53646193,1,2024-06-25,1,90Z,64,61,M,10,10,R,,,
2024,53646195,1,2024-06-26,3,90Z,26,23,M,10,20,R,,,
2024,53646201,1,2024-06-27,3,90Z,60,57,M,20,10,R,,,
2024,53646216,1,2024-06-29,3,90Z,47,44,M,10,10,R,,,
2024,53646218,1,2024-06-30,3,90Z,29,26,M,10,10,N,,,
2024,53646159,1,2024-06-19,1,90C,34,31,F,10,10,N,,,
2024,53646161,1,2024-06-19,3,90Z,61,58,M,10,10,R,,,
2024,53646163,1,2024-06-19,3,90Z,65,62,F,10,20,N,,,
2024,53646166,1,2024-06-20,3,90Z,26,23,M,10,10,R,,,
2024,53646167,1,2024-06-20,3,90Z,35,32,F,10,10,N,,,
2024,53646168,1,2024-06-21,3,90Z,59,56,M,10,10,R,,,
2024,53646170,1,2024-06-20,3,90Z,39,36,M,10,10,R,,,
2024,53646174,1,2024-06-22,1,90D,24,21,F,10,10,R,,,
2024,53646191,1,2024-06-26,3,90F,47,44,M,10,20,R,,,
2024,53646194,1,2024-06-26,1,90C,34,31,F,10,10,N,,,
2024,53646196,1,2024-06-26,3,90Z,26,23,M,10,20,R,,,
2024,53646200,1,2024-06-27,3,90Z,42,39,M,20,20,R,,,
2024,53646202,1,2024-06-27,3,90Z,46,43,F,10,10,N,,,
2024,53646203,1,2024-06-27,3,90Z,73,70,M,10,10,R,,,
2024,53646217,1,2024-06-29,3,90Z,50,47,M,10,20,R,,,
2024,53646219,1,2024-06-30,1,90C,54,51,M,10,20,R,,,
2024,53646048,1,2024-06-01,1,90D,32,29,M,20,20,R,,,
2024,53646064,1,2024-06-03,3,90F,28,25,F,10,10,R,,,
2024,53646068,1,2024-06-03,1,90C,33,30,M,10,10,R,,,
2024,53646072,1,2024-06-04,3,90Z,35,32,M,10,10,R,,,
2024,53646079,1,2024-06-06,1,90D,25,22,M,10,20,R,,,
2024,53646081,1,2024-06-07,3,90Z,36,33,M,10,10,R,,,
2024,53646082,1,2024-06-06,3,90Z,42,39,M,10,10,R,,,
2024,53646086,1,2024-06-08,1,90D,37,34,M,10,20,R,,,
2024,53646073,1,2024-06-04,3,90Z,30,27,F,10,20,N,,,
2024,53646076,1,2024-06-06,1,90D,26,23,F,10,10,R,,,
2024,53646077,1,2024-06-06,3,90Z,36,33,F,10,20,R,,,
2024,53646078,1,2024-06-06,3,90Z,47,44,M,10,20,R,,,
2024,53646080,1,2024-06-07,3,90Z,47,44,M,10,20,R,,,
2024,53646084,1,2024-06-06,3,90Z,28,25,M,10,20,R,,,
2024,53646101,1,2024-06-11,1,90C,40,37,M,10,10,R,,,
2024,53646085,1,2024-06-07,3,90Z,36,33,M,10,10,R,,,
2024,53646096,1,2024-06-09,1,90C,40,37,F,10,10,R,,,
2024,53646113,1,2024-06-12,1,90C,53,50,M,10,20,R,,,
2024,53646180,1,2024-06-23,1,90C,24,21,M,10,10,N,,,
2024,53992735,1,2024-06-11,3,90Z,33,30,F,10,10,N,,30,
2024,53992740,1,2024-06-15,3,90Z,60,57,M,10,20,R,,57,
2024,53992743,1,2024-06-16,3,90Z,69,66,F,10,20,N,,66,
2024,53992744,1,2024-06-17,3,90Z,35,32,M,20,20,R,,32,
2024,53992745,1,2024-06-17,3,90Z,52,49,M,10,10,R,,49,
2024,53992747,1,2024-06-17,3,90Z,27,24,F,10,10,R,,24,
2024,53992751,1,2024-06-18,3,90Z,18,15,M,10,10,R,H,15,
2024,53992727,1,2024-06-10,3,90Z,51,48,M,10,20,R,,48,
2024,53992731,1,2024-06-11,3,90Z,24,21,M,10,20,R,,21,
2024,53992752,1,2024-06-18,3,90Z,36,33,M,10,10,N,,33,
